,score,model,xcols,val_wt_f1,val_acc,wt_f1,acc,S01,S02,S03,S04,S05,S06,S07,S08,S09,S10,S11,S12,S13,S14,S15,S16,S17,S18
L797,0,"XGBClassifier(base_score=0.5, booster='gbtree', callbacks=None,
              colsample_bylevel=1, colsample_bynode=1, colsample_bytree=1,
              early_stopping_rounds=None, enable_categorical=False,
              eval_metric=None, gamma=0.0, gpu_id=-1, grow_policy='depthwise',
              importance_type=None, interaction_constraints='',
              learning_rate=0.5, max_bin=256, max_cat_to_onehot=4,
              max_delta_step=0, max_depth=9, max_leaves=0, min_child_weight=1,
              missing=nan, monotone_constraints='()', n_estimators=5, n_jobs=0,
              num_parallel_tree=1, objective='multi:softmax', predictor='auto',
              random_state=0, reg_alpha=1.6, ...)",tspk1 tsfw1 lspk1 lsfw1 tspk2 tsfw2 lspk2 lsfw2 tspk3 tsfw3 lspk3 lsfw3 teosVolume teosVolPct,0.9610075914423741,0.9627329192546584,0.5,0.5,LoadData,ImputedData,SetYCol: coatingId,Set: scoring,DropCol: coating,AllValidFeatures,AugmentByQuality: F=2 scale=0.40,ScaleX: StandardScaler,,SplitValidation: 0.20,,ScaleX: StandardScaler,SetModel: DecisionTreeClassifier,SelectFeaturesRFE,SetModel: gbtree,RunCond: SearchHyperParams,TestPerformance,TestPerformance
L796,0,None,lsfw1 lspk1 lsfw2 tsfw1 tspk1 tsfw2 teosVolPct teosVolume,,,,,LoadData,ObservedData,SetYCol: coatingId,Set: scoring,DropCol: coating,NonCollinearFeatures,,,AugmentImb: SMOTE,,,,,,,,,
L795,0,None,lsfw1 lspk1 lsfw2 tsfw1 tspk1 tsfw2 teosVolPct teosVolume,,,,,LoadData,ObservedData,SetYCol: coatingId,Set: scoring,DropCol: coating,NonCollinearFeatures,,ScaleX: StandardScaler,AugmentImb: BorderlineSMOTE,,,,,,,,,
L794,0,None,lsfw1 lspk1 lsfw2 tsfw1 tspk1 tsfw2 teosVolPct teosVolume,,,,,LoadData,ObservedData,SetYCol: coatingId,Set: scoring,DropCol: coating,NonCollinearFeatures,AugmentByQuality: F=1 scale=0.30,,AugmentImb: SMOTE,,,,,,,,,
L793,0,"XGBClassifier(base_score=0.5, booster='gbtree', callbacks=None,
              colsample_bylevel=1, colsample_bynode=1, colsample_bytree=1,
              early_stopping_rounds=None, enable_categorical=False,
              eval_metric=None, gamma=0.0, gpu_id=-1, grow_policy='depthwise',
              importance_type=None, interaction_constraints='', learning_rate=2,
              max_bin=256, max_cat_to_onehot=4, max_delta_step=0, max_depth=5,
              max_leaves=0, min_child_weight=1, missing=nan,
              monotone_constraints='()', n_estimators=8, n_jobs=0,
              num_parallel_tree=1, objective='multi:softmax', predictor='auto',
              random_state=0, reg_alpha=0.1, ...)",tspk1 lspk1 lsfw1 tspk2 tsfw2 lspk2 lsfw2 tspk3 tsfw3 lspk3 lsfw3 teosVolume teosVolPct,0.962224332594703,0.9629629629629629,0.5,0.5,LoadData,ObservedData,SetYCol: coatingId,Set: scoring,DropCol: coating,AllValidFeatures,AugmentByQuality: F=2 scale=0.40,ScaleX: StandardScaler,,SplitValidation: 0.20,,ScaleX: StandardScaler,SetModel: DecisionTreeClassifier,SelectFeaturesRFE,SetModel: gbtree,RunCond: SearchHyperParams,TestPerformance,TestPerformance
L792,0,None,tsfw2 lspk1 tspk2 lsfw1 lsfw2 lspk2 tspk1 tsfw1 teosVolPct lsfw3 teosVolume,,,,,LoadData,ImputedData,SetYCol: coatingId,Set: scoring,DropCol: coating,NonCollinearFeatures,AugmentByQuality: F=2 scale=0.40,ScaleX: StandardScaler,AugmentImb: ADASYN,,,,,,,,,
L768,0,"XGBClassifier(base_score=0.5, booster='gbtree', callbacks=None,
              colsample_bylevel=1, colsample_bynode=1, colsample_bytree=1,
              early_stopping_rounds=None, enable_categorical=False,
              eval_metric=None, gamma=11.11111111111111, gpu_id=-1,
              grow_policy='depthwise', importance_type=None,
              interaction_constraints='', learning_rate=0.001, max_bin=256,
              max_cat_to_onehot=4, max_delta_step=0, max_depth=2, max_leaves=0,
              min_child_weight=1, missing=nan, monotone_constraints='()',
              n_estimators=5, n_jobs=0, num_parallel_tree=1,
              objective='multi:softprob', predictor='auto', random_state=0,
              reg_alpha=0, ...)",lsfw1 tspk2 tsfw2 lspk2 lsfw2 tspk3 tsfw3 lspk3 lsfw3 teosVolume teosVolPct,1.0,1.0,0.5925925925925927,0.6666666666666666,LoadData,ObservedData,SetYCol: coatingId,Set: scoring,DropCol: coating,AllValidFeatures,AugmentByQuality: F=2 scale=0.40,ScaleX: StandardScaler,AugmentImb: RandomOverSampler,SplitValidation: 0.20,AggregateFeatures,ScaleX: StandardScaler,SetModel: DecisionTreeClassifier,SelectFeaturesRFE,SetModel: gbtree,RunCond: SearchHyperParams,TestPerformance,TestPerformance
L766,0,"KNeighborsClassifier(leaf_size=1, n_jobs=-1, n_neighbors=1)",tspk2 lsfw1 lsfw2 lspk2 tspk1 tsfw1 teosVolPct lsfw3 teosVolume,1.0,1.0,0.5925925925925927,0.6666666666666666,LoadData,ImputedData,SetYCol: coatingId,Set: scoring,DropCol: coating,NonCollinearFeatures,AugmentByQuality: F=1 scale=0.30,ScaleX: StandardScaler,AugmentImb: BorderlineSMOTE,SplitValidation: 0.20,,ScaleX: StandardScaler,SetModel: DecisionTreeClassifier,SelectFeaturesRFE,SetModel: KNeighborsClassifier,RunCond: SearchHyperParams,TestPerformance,TestPerformance
L811,0,"KNeighborsClassifier(leaf_size=1, n_jobs=-1, n_neighbors=3, weights='distance')",tsfw2 tspk2 lsfw2 lsfw3 teosVolume,0.9777970177970177,0.9777777777777777,0.6547619047619048,0.6666666666666666,LoadData,ImputedData,SetYCol: coatingId,Set: scoring,DropCol: coating,NonCollinearFeatures,,ScaleX: StandardScaler,AugmentImb: RandomOverSampler,SplitValidation: 0.20,AggregateFeatures,ScaleX: StandardScaler,SetModel: DecisionTreeClassifier,SelectFeaturesRFE,SetModel: KNeighborsClassifier,RunCond: SearchHyperParams,TestPerformance,TestPerformance
L765,0,"KNeighborsClassifier(leaf_size=1, n_jobs=-1, n_neighbors=1)",tsfw1 lsfw1 tspk2 tsfw2 lspk2 tsfw3 lsfw3 teosVolume teosVolPct,1.0,1.0,0.5925925925925927,0.6666666666666666,LoadData,ImputedData,SetYCol: coatingId,Set: scoring,DropCol: coating,AllValidFeatures,AugmentByQuality: F=2 scale=0.40,ScaleX: StandardScaler,AugmentImb: SMOTE,SplitValidation: 0.20,,ScaleX: StandardScaler,SetModel: DecisionTreeClassifier,SelectFeaturesRFE,SetModel: KNeighborsClassifier,RunCond: SearchHyperParams,TestPerformance,TestPerformance
L742,0,None,lsfw1 lspk1 lsfw2 tsfw1 tspk1 tsfw2 teosVolPct teosVolume,,,,,LoadData,ObservedData,SetYCol: coatingId,Set: scoring,DropCol: coating,NonCollinearFeatures,,,AugmentImb: ADASYN,,,,,,,,,
L741,0,"SVC(C=0.445, kernel='poly')",tsfw2 tspk2 lsfw1 lsfw2 lspk2 tsfw1 teosVolPct lsfw3 teosVolume,1.0,1.0,0.5,0.5,LoadData,ImputedData,SetYCol: coatingId,Set: scoring,DropCol: coating,NonCollinearFeatures,AugmentByQuality: F=1 scale=0.30,,AugmentImb: RandomOverSampler,SplitValidation: 0.20,,ScaleX: StandardScaler,SetModel: DecisionTreeClassifier,SelectFeaturesRFE,SetModel: SVC,RunCond: SearchHyperParams,TestPerformance,TestPerformance
L740,0,GaussianProcessClassifier(),tsfw3 lspk3 lsfw3 teosVolume teosVolPct,0.38063063063063063,0.5416666666666666,0.44444444444444436,0.5,LoadData,ImputedData,SetYCol: coatingId,Set: scoring,DropCol: coating,AllValidFeatures,,,,SplitValidation: 0.20,AggregateFeatures,ScaleX: StandardScaler,SetModel: DecisionTreeClassifier,SelectFeaturesRFE,SetModel: GaussianProcessClassifier,RunCond: SearchHyperParams,TestPerformance,TestPerformance
L739,0,GaussianProcessClassifier(),lspk1 tspk2 lsfw1 lsfw2 lspk2 tspk1 tsfw1 teosVolPct lsfw3 teosVolume,0.9814526514059467,0.9814814814814815,0.380952380952381,0.3333333333333333,LoadData,ImputedData,SetYCol: coatingId,Set: scoring,DropCol: coating,NonCollinearFeatures,AugmentByQuality: F=1 scale=0.30,ScaleX: StandardScaler,AugmentImb: BorderlineSMOTE,SplitValidation: 0.20,AggregateFeatures,ScaleX: StandardScaler,SetModel: DecisionTreeClassifier,SelectFeaturesRFE,SetModel: GaussianProcessClassifier,RunCond: SearchHyperParams,TestPerformance,TestPerformance
L738,0,None,lsfw1 lspk1 lsfw2 tsfw1 tspk1 tsfw2 teosVolPct teosVolume,,,,,LoadData,ObservedData,SetYCol: coatingId,Set: scoring,DropCol: coating,NonCollinearFeatures,AugmentByQuality: F=2 scale=0.40,ScaleX: StandardScaler,AugmentImb: ADASYN,,,,,,,,,
L737,0,"KNeighborsClassifier(leaf_size=1, n_jobs=-1, n_neighbors=1, p=1)",tsfw1 tspk2 tsfw2 lspk2 lsfw2 tspk3 tsfw3 lspk3 lsfw3 teosVolume teosVolPct,0.8915812364088227,0.8918918918918919,0.5925925925925927,0.6666666666666666,LoadData,ImputedData,SetYCol: coatingId,Set: scoring,DropCol: coating,AllValidFeatures,AugmentByQuality: F=1 scale=0.30,,,SplitValidation: 0.20,AggregateFeatures,ScaleX: StandardScaler,SetModel: DecisionTreeClassifier,SelectFeaturesRFE,SetModel: KNeighborsClassifier,RunCond: SearchHyperParams,TestPerformance,TestPerformance
L736,0,None,tspk1 tsfw1 lspk1 lsfw1 tspk2 tsfw2 lspk2 lsfw2 tspk3 tsfw3 lspk3 lsfw3 teosVolume teosVolPct,,,,,LoadData,ObservedData,SetYCol: coatingId,Set: scoring,DropCol: coating,AllValidFeatures,AugmentByQuality: F=1 scale=0.30,,AugmentImb: BorderlineSMOTE,,,,,,,,,
L735,0,None,tspk1 tsfw1 lspk1 lsfw1 tspk2 tsfw2 lspk2 lsfw2 tspk3 tsfw3 lspk3 lsfw3 teosVolume teosVolPct,,,,,LoadData,ObservedData,SetYCol: coatingId,Set: scoring,DropCol: coating,AllValidFeatures,AugmentByQuality: F=1 scale=0.30,ScaleX: StandardScaler,AugmentImb: BorderlineSMOTE,,,,,,,,,
L734,0,"SVC(C=0.556, kernel='linear')",tsfw1 tspk1 tsfw2 teosVolPct teosVolume,0.5416666666666666,0.6666666666666666,0.5,0.5,LoadData,ObservedData,SetYCol: coatingId,Set: scoring,DropCol: coating,NonCollinearFeatures,AugmentByQuality: F=1 scale=0.30,ScaleX: StandardScaler,,SplitValidation: 0.20,AggregateFeatures,ScaleX: StandardScaler,SetModel: DecisionTreeClassifier,SelectFeaturesRFE,SetModel: SVC,RunCond: SearchHyperParams,TestPerformance,TestPerformance
L733,0,None,tspk1 tsfw1 lspk1 lsfw1 tspk2 tsfw2 lspk2 lsfw2 tspk3 tsfw3 lspk3 lsfw3 teosVolume teosVolPct,,,,,LoadData,ObservedData,SetYCol: coatingId,Set: scoring,DropCol: coating,AllValidFeatures,,ScaleX: StandardScaler,AugmentImb: ADASYN,,,,,,,,,
L732,0,GaussianProcessClassifier(),tspk2 lspk2 tspk1 tsfw1 teosVolPct lsfw3,0.9957793007008425,0.9957805907172996,0.380952380952381,0.3333333333333333,LoadData,ImputedData,SetYCol: coatingId,Set: scoring,DropCol: coating,NonCollinearFeatures,AugmentByQuality: F=2 scale=0.40,ScaleX: StandardScaler,AugmentImb: BorderlineSMOTE,SplitValidation: 0.20,AggregateFeatures,ScaleX: StandardScaler,SetModel: DecisionTreeClassifier,SelectFeaturesRFE,SetModel: GaussianProcessClassifier,RunCond: SearchHyperParams,TestPerformance,TestPerformance
L731,0,"KNeighborsClassifier(leaf_size=1, n_jobs=-1, n_neighbors=2)",tsfw2 tspk2 tspk1 tsfw1 teosVolPct lsfw3 teosVolume,0.974900618884269,0.9751552795031055,0.5,0.5,LoadData,ImputedData,SetYCol: coatingId,Set: scoring,DropCol: coating,NonCollinearFeatures,AugmentByQuality: F=2 scale=0.40,ScaleX: StandardScaler,,SplitValidation: 0.20,AggregateFeatures,ScaleX: StandardScaler,SetModel: DecisionTreeClassifier,SelectFeaturesRFE,SetModel: KNeighborsClassifier,RunCond: SearchHyperParams,TestPerformance,TestPerformance
L730,0,GaussianProcessClassifier(),tsfw2 lspk1 tspk2 lsfw1 lsfw2 lspk2 tspk1 tsfw1 teosVolPct lsfw3 teosVolume,1.0,1.0,0.5,0.5,LoadData,ImputedData,SetYCol: coatingId,Set: scoring,DropCol: coating,NonCollinearFeatures,AugmentByQuality: F=1 scale=0.30,,AugmentImb: ADASYN,SplitValidation: 0.20,AggregateFeatures,ScaleX: StandardScaler,SetModel: DecisionTreeClassifier,SelectFeaturesRFE,SetModel: GaussianProcessClassifier,RunCond: SearchHyperParams,TestPerformance,TestPerformance
L729,0,None,tspk1 tsfw1 lspk1 lsfw1 tspk2 tsfw2 lspk2 lsfw2 tspk3 tsfw3 lspk3 lsfw3 teosVolume teosVolPct,,,,,LoadData,ObservedData,SetYCol: coatingId,Set: scoring,DropCol: coating,AllValidFeatures,AugmentByQuality: F=1 scale=0.30,ScaleX: StandardScaler,AugmentImb: ADASYN,,,,,,,,,
L728,0,GaussianProcessClassifier(),tsfw2 lspk1 tspk2 lsfw1 lspk2 tspk1 tsfw1 teosVolPct lsfw3 teosVolume,1.0,1.0,0.380952380952381,0.3333333333333333,LoadData,ImputedData,SetYCol: coatingId,Set: scoring,DropCol: coating,NonCollinearFeatures,AugmentByQuality: F=1 scale=0.30,,AugmentImb: ADASYN,SplitValidation: 0.20,,ScaleX: StandardScaler,SetModel: DecisionTreeClassifier,SelectFeaturesRFE,SetModel: GaussianProcessClassifier,RunCond: SearchHyperParams,TestPerformance,TestPerformance
L727,0,None,lsfw1 lspk1 lsfw2 tsfw1 tspk1 tsfw2 teosVolPct teosVolume,,,,,LoadData,ObservedData,SetYCol: coatingId,Set: scoring,DropCol: coating,NonCollinearFeatures,,ScaleX: StandardScaler,AugmentImb: SMOTE,,,,,,,,,
L726,0,"XGBClassifier(base_score=0.5, booster='gbtree', callbacks=None,
              colsample_bylevel=1, colsample_bynode=1, colsample_bytree=1,
              early_stopping_rounds=None, enable_categorical=False,
              eval_metric=None, gamma=0.0, gpu_id=-1, grow_policy='depthwise',
              importance_type=None, interaction_constraints='',
              learning_rate=0.5, max_bin=256, max_cat_to_onehot=4,
              max_delta_step=0, max_depth=9, max_leaves=0, min_child_weight=1,
              missing=nan, monotone_constraints='()', n_estimators=3, n_jobs=0,
              num_parallel_tree=1, objective='multi:softmax', predictor='auto',
              random_state=0, reg_alpha=0.1, ...)",lspk1 lsfw1 tspk2 tsfw2 lspk2 lsfw2 tspk3 tsfw3 lspk3 lsfw3 teosVolume teosVolPct,1.0,1.0,0.3333333333333333,0.3333333333333333,LoadData,ImputedData,SetYCol: coatingId,Set: scoring,DropCol: coating,AllValidFeatures,,,AugmentImb: ADASYN,SplitValidation: 0.20,,ScaleX: StandardScaler,SetModel: DecisionTreeClassifier,SelectFeaturesRFE,SetModel: gbtree,RunCond: SearchHyperParams,TestPerformance,TestPerformance
L725,0,None,lsfw1 lspk1 lsfw2 tsfw1 tspk1 tsfw2 teosVolPct teosVolume,,,,,LoadData,ObservedData,SetYCol: coatingId,Set: scoring,DropCol: coating,NonCollinearFeatures,,,AugmentImb: SMOTE,,,,,,,,,
L724,0,SVC(C=0.556),tspk2 lsfw2 lspk2 tspk1 tsfw1 teosVolPct lsfw3 teosVolume,1.0,1.0,0.5,0.5,LoadData,ImputedData,SetYCol: coatingId,Set: scoring,DropCol: coating,NonCollinearFeatures,AugmentByQuality: F=1 scale=0.30,,AugmentImb: SMOTE,SplitValidation: 0.20,,ScaleX: StandardScaler,SetModel: DecisionTreeClassifier,SelectFeaturesRFE,SetModel: SVC,RunCond: SearchHyperParams,TestPerformance,TestPerformance
L743,0,"XGBClassifier(base_score=0.5, booster='gbtree', callbacks=None,
              colsample_bylevel=1, colsample_bynode=1, colsample_bytree=1,
              early_stopping_rounds=None, enable_categorical=False,
              eval_metric=None, gamma=0.0, gpu_id=-1, grow_policy='depthwise',
              importance_type=None, interaction_constraints='', learning_rate=2,
              max_bin=256, max_cat_to_onehot=4, max_delta_step=0, max_depth=7,
              max_leaves=0, min_child_weight=1, missing=nan,
              monotone_constraints='()', n_estimators=2, n_jobs=0,
              num_parallel_tree=1, objective='multi:softmax', predictor='auto',
              random_state=0, reg_alpha=0, ...)",tspk2 tsfw3 lspk3 lsfw3 teosVolume teosVolPct,1.0,1.0,0.5333333333333333,0.6666666666666666,LoadData,ObservedData,SetYCol: coatingId,Set: scoring,DropCol: coating,AllValidFeatures,AugmentByQuality: F=2 scale=0.40,ScaleX: StandardScaler,AugmentImb: SMOTE,SplitValidation: 0.20,AggregateFeatures,ScaleX: StandardScaler,SetModel: DecisionTreeClassifier,SelectFeaturesRFE,SetModel: gbtree,RunCond: SearchHyperParams,TestPerformance,TestPerformance
L744,0,"KNeighborsClassifier(leaf_size=1, n_jobs=-1, n_neighbors=6, p=1,
                     weights='distance')",lspk1 tspk1 tsfw2 teosVolPct teosVolume,1.0,1.0,0.5111111111111111,0.5,LoadData,ObservedData,SetYCol: coatingId,Set: scoring,DropCol: coating,NonCollinearFeatures,AugmentByQuality: F=1 scale=0.30,ScaleX: StandardScaler,,SplitValidation: 0.20,,ScaleX: StandardScaler,SetModel: DecisionTreeClassifier,SelectFeaturesRFE,SetModel: KNeighborsClassifier,RunCond: SearchHyperParams,TestPerformance,TestPerformance
L745,0,None,lsfw1 lspk1 lsfw2 tsfw1 tspk1 tsfw2 teosVolPct teosVolume,,,,,LoadData,ObservedData,SetYCol: coatingId,Set: scoring,DropCol: coating,NonCollinearFeatures,AugmentByQuality: F=1 scale=0.30,,AugmentImb: ADASYN,,,,,,,,,
L756,0,None,tsfw2 lspk1 tspk2 lsfw1 lsfw2 lspk2 tspk1 tsfw1 teosVolPct lsfw3 teosVolume,,,,,LoadData,ImputedData,SetYCol: coatingId,Set: scoring,DropCol: coating,NonCollinearFeatures,AugmentByQuality: F=2 scale=0.40,ScaleX: StandardScaler,AugmentImb: ADASYN,,,,,,,,,
L764,0,None,lsfw1 lspk1 lsfw2 tsfw1 tspk1 tsfw2 teosVolPct teosVolume,,,,,LoadData,ObservedData,SetYCol: coatingId,Set: scoring,DropCol: coating,NonCollinearFeatures,AugmentByQuality: F=1 scale=0.30,ScaleX: StandardScaler,AugmentImb: ADASYN,,,,,,,,,
L763,0,SVC(C=0.001),lspk1 tsfw1 tsfw2 teosVolPct teosVolume,0.5333333333333333,0.6666666666666666,0.5333333333333333,0.6666666666666666,LoadData,ObservedData,SetYCol: coatingId,Set: scoring,DropCol: coating,NonCollinearFeatures,,,,SplitValidation: 0.20,,ScaleX: StandardScaler,SetModel: DecisionTreeClassifier,SelectFeaturesRFE,SetModel: SVC,RunCond: SearchHyperParams,TestPerformance,TestPerformance
L762,0,None,tsfw2 lspk1 tspk2 lsfw1 lsfw2 lspk2 tspk1 tsfw1 teosVolPct lsfw3 teosVolume,,,,,LoadData,ImputedData,SetYCol: coatingId,Set: scoring,DropCol: coating,NonCollinearFeatures,AugmentByQuality: F=2 scale=0.40,ScaleX: StandardScaler,AugmentImb: ADASYN,,,,,,,,,
L761,0,SVC(C=0.223),tspk1 tsfw1 lspk1 lsfw1 tspk2 tsfw2 lspk2 lsfw2 tspk3 tsfw3 lspk3 lsfw3 teosVolume teosVolPct,0.981885961196306,0.9818181818181818,0.5333333333333333,0.6666666666666666,LoadData,ObservedData,SetYCol: coatingId,Set: scoring,DropCol: coating,AllValidFeatures,AugmentByQuality: F=2 scale=0.40,ScaleX: StandardScaler,AugmentImb: SMOTE,SplitValidation: 0.20,AggregateFeatures,ScaleX: StandardScaler,SetModel: DecisionTreeClassifier,SelectFeaturesRFE,SetModel: SVC,RunCond: SearchHyperParams,TestPerformance,TestPerformance
L760,0,"KNeighborsClassifier(leaf_size=1, n_jobs=-1, n_neighbors=1)",tsfw2 tspk2 lsfw2 lspk2 lsfw3 teosVolume,1.0,1.0,0.5925925925925927,0.6666666666666666,LoadData,ImputedData,SetYCol: coatingId,Set: scoring,DropCol: coating,NonCollinearFeatures,AugmentByQuality: F=1 scale=0.30,,AugmentImb: RandomOverSampler,SplitValidation: 0.20,AggregateFeatures,ScaleX: StandardScaler,SetModel: DecisionTreeClassifier,SelectFeaturesRFE,SetModel: KNeighborsClassifier,RunCond: SearchHyperParams,TestPerformance,TestPerformance
L759,0,GaussianProcessClassifier(),lsfw1 tspk2 lspk2 tsfw3 lsfw3,0.9614533011272142,0.9629629629629629,0.5925925925925927,0.6666666666666666,LoadData,ImputedData,SetYCol: coatingId,Set: scoring,DropCol: coating,AllValidFeatures,AugmentByQuality: F=1 scale=0.30,ScaleX: StandardScaler,AugmentImb: BorderlineSMOTE,SplitValidation: 0.20,AggregateFeatures,ScaleX: StandardScaler,SetModel: DecisionTreeClassifier,SelectFeaturesRFE,SetModel: GaussianProcessClassifier,RunCond: SearchHyperParams,TestPerformance,TestPerformance
L758,0,"KNeighborsClassifier(leaf_size=1, n_jobs=-1, n_neighbors=1, p=1)",tsfw1 lsfw1 tspk2 tsfw2 lspk2 lsfw2 tspk3 tsfw3 lspk3 lsfw3 teosVolume teosVolPct,1.0,1.0,0.5925925925925927,0.6666666666666666,LoadData,ObservedData,SetYCol: coatingId,Set: scoring,DropCol: coating,AllValidFeatures,AugmentByQuality: F=2 scale=0.40,ScaleX: StandardScaler,AugmentImb: SMOTE,SplitValidation: 0.20,,ScaleX: StandardScaler,SetModel: DecisionTreeClassifier,SelectFeaturesRFE,SetModel: KNeighborsClassifier,RunCond: SearchHyperParams,TestPerformance,TestPerformance
L757,0,None,tspk1 tsfw1 lspk1 lsfw1 tspk2 tsfw2 lspk2 lsfw2 tspk3 tsfw3 lspk3 lsfw3 teosVolume teosVolPct,,,,,LoadData,ObservedData,SetYCol: coatingId,Set: scoring,DropCol: coating,AllValidFeatures,,ScaleX: StandardScaler,AugmentImb: SMOTE,,,,,,,,,
L755,0,None,tspk1 tsfw1 lspk1 lsfw1 tspk2 tsfw2 lspk2 lsfw2 tspk3 tsfw3 lspk3 lsfw3 teosVolume teosVolPct,,,,,LoadData,ImputedData,SetYCol: coatingId,Set: scoring,DropCol: coating,AllValidFeatures,AugmentByQuality: F=2 scale=0.40,ScaleX: StandardScaler,AugmentImb: ADASYN,,,,,,,,,
L746,0,SVC(C=0.445),lsfw2 lspk2 tspk1 tsfw1 teosVolPct lsfw3 teosVolume,0.22120098039215685,0.25,0.2222222222222222,0.16666666666666666,LoadData,ImputedData,SetYCol: coatingId,Set: scoring,DropCol: coating,NonCollinearFeatures,,ScaleX: StandardScaler,,SplitValidation: 0.20,AggregateFeatures,ScaleX: StandardScaler,SetModel: DecisionTreeClassifier,SelectFeaturesRFE,SetModel: SVC,RunCond: SearchHyperParams,TestPerformance,TestPerformance
L754,0,"SVC(C=0.667, kernel='poly')",lspk1 lspk2 lsfw3 teosVolume teosVolPct,0.9090909090909091,0.8333333333333334,0.46428571428571436,0.5,LoadData,ObservedData,SetYCol: coatingId,Set: scoring,DropCol: coating,AllValidFeatures,AugmentByQuality: F=1 scale=0.30,ScaleX: StandardScaler,,SplitValidation: 0.20,AggregateFeatures,ScaleX: StandardScaler,SetModel: DecisionTreeClassifier,SelectFeaturesRFE,SetModel: SVC,RunCond: SearchHyperParams,TestPerformance,TestPerformance
L753,0,"KNeighborsClassifier(leaf_size=1, n_jobs=-1, n_neighbors=1, p=1)",tspk2 lspk2 lsfw2 lspk3 lsfw3 teosVolPct,1.0,1.0,0.44444444444444436,0.5,LoadData,ImputedData,SetYCol: coatingId,Set: scoring,DropCol: coating,AllValidFeatures,,,AugmentImb: BorderlineSMOTE,SplitValidation: 0.20,,ScaleX: StandardScaler,SetModel: DecisionTreeClassifier,SelectFeaturesRFE,SetModel: KNeighborsClassifier,RunCond: SearchHyperParams,TestPerformance,TestPerformance
